sloka	pada	english	verb_part
2.56.19	वासे	in staying	[('staying', 'VBG')]
2.91.19	वासोभूषणपत्रवत्	leaves serving as raiment and ornaments	[('serving', 'VBG')]
2.114.21	वाहयन्तम्	driving	[('driving', 'VBG')]
5.9.47	वाहिताः	fallen to rest	[('fallen', 'VBN'), ('rest', 'VB')]
2.114.17	वाहिताम्	carried	[('carried', 'VBN')]
2.20.34	वाहिताम्	for drawing (heavy burden)	[('drawing', 'VBG')]
5.7.7	वाह्यमानम् इव	as if being drawn by	[('being', 'VBG'), ('drawn', 'VBN')]
5.23.15	विकटा नाम	called Vikata	[('called', 'VBN')]
5.24.28	विकटानाम	called Vikata	[('called', 'VBN')]
5.4.15	विकटान्	of distorted forms	[('distorted', 'VBN')]
3.69.12	विकटाम्	who had huge curved skins	[('had', 'VBD'), ('curved', 'VBN')]
3.29.18	विकत्थन्ते	they boast	[('boast', 'VBP')]
3.29.18	विकत्थसे	you boast yourself.	[('boast', 'VBP'), ('yourself.', 'VB')]
2.7.15	विकत्थसे	you are boasting	[('are', 'VBP'), ('boasting', 'VBG')]
3.25.24	विकर्णिभिः	by shafts called vikarni	[('called', 'VBN')]
3.51.5	विकर्णिभिः	a weapon named Vikarni	[('named', 'VBN')]
3.28.10	विकर्णिभिः	with darts called Vikarni	[('called', 'VBN')]
5.1.71	विकर्षन्	pulling across	[('pulling', 'VBG')]
3.34.7	विकर्षन्तम्	pulling apart	[('pulling', 'VBG')]
3.69.32	विकर्षन्तम्	throwing  away	[('throwing', 'VBG')]
3.25.38	विकर्षमाणम्	shooting arrow.	[('shooting', 'VBG')]
3.45.41	विकांक्षन्	wished	[('wished', 'VBN')]
3.57.24	विकारम्	throbbing	[('throbbing', 'VBG')]
5.34.23	विकारो वा	or else is it a change?	[('is', 'VBZ')]
5.1.71	विकिरन्निव	drawing and dividing the earth and sky like	[('drawing', 'VBG'), ('dividing', 'VBG')]
3.3.27	विकीर्णम्	covered with	[('covered', 'VBN')]
3.64.37	विकीर्णम्	scattered	[('scattered', 'VBN')]
3.29.28	विकीर्णा	scattered	[('scattered', 'VBN')]
3.25.42	विकीर्णा	scattered	[('scattered', 'VBN')]
3.25.40	विकीर्णा	scattered all over	[('scattered', 'VBN')]
3.26.15	विकीर्णाभ्याम्	scattered	[('scattered', 'VBN')]
1.33.23	विकुब्जाः	were devoid of hump back	[('were', 'VBD')]
3.69.31	विकुर्वाणम्	as he was stretching.	[('was', 'VBD')]
1.30.11	विकुर्वाणौ	displaying	[('displaying', 'VBG')]
4.1.99	विकूजद्भिः विहङ्गमैः	by warbling birds	[('warbling', 'VBG')]
5.45.16	विकृतम्	horrifying cries	[('horrifying', 'VBG')]
1.1.54	विकृतम्	deformed	[('deformed', 'VBN')]
2.12.19	विकृता	changed	[('changed', 'VBN')]
5.12.19	विकृताः	deformed	[('deformed', 'VBN')]
2.39.22	विकृताः	perverted ones	[('perverted', 'VBN')]
5.17.9	विकृताः	of disfigured body	[('disfigured', 'VBN')]
3.20.20	विकृताः	disfigured	[('disfigured', 'VBN')]
5.48.58	विकृताकारैः	by ugly looking ones	[('looking', 'VBG')]
5.3.21	विकृताननदर्शना	appeared with a distorted face	[('appeared', 'VBN')]
5.30.23	विकृताननाः	women with hideous faces	[('faces', 'VBZ')]
5.42.3	विकृताननाः	women of hideous faces	[('faces', 'VBZ')]
5.17.9	विकृताननाः	having distorted faces	[('having', 'VBG'), ('distorted', 'VBN'), ('faces', 'VBZ')]
5.30.25	विकृताननाः	with hideous faces	[('faces', 'VBZ')]
5.17.4	विकृताननाम्	one of deformed face.	[('deformed', 'VBN')]
1.26.9	विकृताम्	disfigured	[('disfigured', 'VBN')]
5.16.29	विकृतेक्षणाभिः	by women who have hideous appearance	[('have', 'VBP')]
4.64.5	विकृतैः	of terrifying form	[('terrifying', 'VBG')]
2.49.3	विकृष्टसीमान्तान्	ploughed outskirts	[('ploughed', 'VBN')]
3.28.4	विकृष्य	drawing	[('drawing', 'VBG')]
3.39.10	विकृष्य	having drawn	[('having', 'VBG')]
3.7.19	विकृष्य	lifted	[('lifted', 'VBN')]
3.63.11	विकृष्यमाणा	dragging	[('dragging', 'VBG')]
4.58.24	विक्रमध्वम्	prove your strength.	[('prove', 'VB')]
1.6.17	विक्रमसंयुताः	possessing prowess	[('possessing', 'VBG')]
4.66.37	विक्रमस्व	you move fast.	[('move', 'VBP')]
4.63.14	विक्रमाभ्युदयोन्मुखाः	hoping success with their valour	[('hoping', 'VBG')]
3.70.3	विक्रमे	to exhibit courage	[('exhibit', 'VB')]
3.19.12	विक्रम्य	showing prowess	[('showing', 'VBG')]
4.67.29	विक्रम्य	after advancing	[('advancing', 'VBG')]
5.16.8	विक्रम्य	by advancing with valour	[('advancing', 'VBG')]
5.1.210	विक्रम्य	having crossed	[('having', 'VBG'), ('crossed', 'VBN')]
5.9.6	विक्रम्य	by winning	[('winning', 'VBG')]
5.1.206	विक्रम्य इव	overpowering the valour	[('overpowering', 'VBG')]
4.20.4	विक्रान्त	a hero who advances	[('advances', 'VBZ')]
5.36.7	विक्रान्तः	you are very brave	[('are', 'VBP')]
5.68.15	विक्रान्तम्	exhibiting	[('exhibiting', 'VBG')]
4.44.2	विक्रान्तम्	advancing	[('advancing', 'VBG')]
5.1.141	विक्रान्तस्य	of one attempting to leap	[('attempting', 'VBG'), ('leap', 'VB')]
4.42.55	विक्रान्ताः	advancing heroes	[('advancing', 'VBG')]
4.37.16	विक्रान्तान्	advancing	[('advancing', 'VBG')]
1.26.25	विक्रान्ताम्	advancing powerully	[('advancing', 'VBG')]
2.116.5	विक्रियन्ते	are perturbed.	[('are', 'VBP')]
3.42.26	विक्रीडंश्च	while sporting so	[('sporting', 'VBG')]
1.61.13	विक्रीणीषे यदि	if sold	[('sold', 'VBN')]
1.61.21	विक्रीतम्	is sold	[('is', 'VBZ'), ('sold', 'VBN')]
2.111.28	विक्रीतम्	was sold	[('was', 'VBD'), ('sold', 'VBN')]
3.57.5	विक्रुष्टम्	cried out	[('cried', 'VBN')]
2.45.32	विक्रोशताम्	crying	[('crying', 'VBG')]
4.40.48	विक्रोशताम्	crying loudly	[('crying', 'VBG')]
3.52.41	विक्रोशन्तीम्	called out weeping	[('called', 'VBN'), ('weeping', 'VBG')]
3.54.4	विक्रोशन्तीम्	lamenting	[('lamenting', 'VBG')]
2.45.30	विक्रोशन्तीव	weeping like.	[('weeping', 'VBG')]
3.52.37	विक्रोशन्तीव	seemed as if they were crying in grief.	[('seemed', 'VBN'), ('were', 'VBD'), ('crying', 'VBG')]
1.60.18	विक्रोशमानः	wailing	[('wailing', 'VBG')]
3.68.3	विक्लबः	frightened	[('frightened', 'VBN')]
2.12.3	विक्लबः च एव	startled	[('startled', 'VBN')]
5.2.39	विक्लबम्	one who has no sense	[('has', 'VBZ')]
5.38.26	विक्षतं वै	wounded	[('wounded', 'VBD')]
2.9.16	विक्षतः	wounded	[('wounded', 'VBD')]
5.14.18	विक्षता	wounded	[('wounded', 'VBD')]
3.18.24	विक्षरन्ती	dripping	[('dripping', 'VBG')]
4.1.14	विक्षिपन्	shaking	[('shaking', 'VBG')]
3.60.4	विक्षिपन्	throwing his hands	[('throwing', 'VBG')]
5.5.12	विक्षिपन्ति	assuming	[('assuming', 'VBG')]
5.5.12	विक्षिपन्ति	expanding	[('expanding', 'VBG')]
5.5.12	विक्षिपन्ति	placing	[('placing', 'VBG')]
4.1.57	विक्षिप्ताम्	scattered	[('scattered', 'VBN')]
5.10.15	विक्षिप्तौ	lying	[('lying', 'VBG')]
5.10.15	विक्षिप्तौ ल्यिन्ग	lying	[('lying', 'VBG')]
3.68.18	विक्षिप्य	scattering	[('scattering', 'VBG')]
2.72.17	विक्षिप्य	having lifted	[('having', 'VBG'), ('lifted', 'VBN')]
5.35.82	विख्यातः	came to be known.	[('came', 'VBD'), ('be', 'VB'), ('known.', 'VBN')]
1.57.10	विख्यातः	celebrated (there was a king).	[('celebrated', 'VBN'), ('was', 'VBD')]
1.23.14	विख्यातः	had become wellknown	[('had', 'VBD'), ('become', 'VBN')]
1.47.13	विख्यातः	celebrated one.	[('celebrated', 'VBN')]
2.3.27	विख्यातपौरुषम्	renowned for his courage	[('renowned', 'VBN')]
4.55.23	विख्यातबलपौरुषः	widely known for his strength	[('known', 'VBN')]
5.4.24	विख्यातम्	renowned	[('renowned', 'VBN')]
5.58.12	विख्यातम्	called	[('called', 'VBN')]
2.50.15	विख्याताम्	is wellknown.	[('is', 'VBZ')]
1.43.29	विगतक्लमः बभूव	were  removed of fatigue.	[('were', 'VBD'), ('removed', 'VBN')]
4.49.20	विगतचेतसः	dejected at heart	[('dejected', 'VBN')]
5.35.39	विगतचेतसि	lost senses	[('lost', 'VBN')]
2.74.15	विगतचेतसौ	senses lost	[('lost', 'VBD')]
1.11.7	विगतज्वरः	relieved of his mental suffering	[('relieved', 'VBN')]
2.35.34	विगतज्वरा	relieved of mental afflictions	[('relieved', 'VBN')]
5.48.39	विगतात्मवेगः	finding his speed arrested	[('finding', 'VBG'), ('arrested', 'VBD')]
3.20.20	विगतासवः	with their life gone	[('gone', 'VBN')]
2.52.21	विगते	shedding	[('shedding', 'VBG')]
2.17.14	विगर्हते	will blame.	[('blame.', 'VB')]
2.109.30	विगर्हमाणः	disdaining	[('disdaining', 'VBG')]
2.102.46	विगर्हमाणः	censuring	[('censuring', 'VBG')]
3.58.19	विगर्हमाणः	blaming him	[('blaming', 'VBG')]
2.66.29	विगर्हमाणाः	denounced	[('denounced', 'VBD')]
3.50.7	विगर्हयेत्	if he reproaches	[('reproaches', 'VBZ')]
2.24.12	विगर्हितः	is abominable	[('is', 'VBZ')]
3.71.4	विगर्हितम्	dispising	[('dispising', 'VBG')]
3.59.11	विगर्हितम्	demeaning	[('demeaning', 'VBG')]
5.53.2	विगर्हिता	is censured	[('is', 'VBZ'), ('censured', 'VBN')]
5.22.13	विगर्हितात्	reproached	[('reproached', 'VBN')]
2.104.17	विगर्हितुम्	to reproach	[('reproach', 'VB')]
2.95.14	विगाहस्व	you may enter.	[('enter.', 'VB')]
4.1.93	विगाह्य	after bathing	[('bathing', 'VBG')]
2.54.2	विगाह्य	having entered	[('having', 'VBG'), ('entered', 'VBN')]
4.54.12	विगृह्य	waging war	[('waging', 'VBG')]
2.2.42	विगृह्य	creating dissention	[('creating', 'VBG')]
3.33.7	विगृह्य	having made enmity	[('having', 'VBG'), ('made', 'VBN')]
2.63.54	विघूर्णतः	turning and twisting the body	[('turning', 'VBG'), ('twisting', 'VBG')]
1.30.18	विघूर्णन्त  म्	reeling	[('reeling', 'VBG')]
3.2.26	विघूर्णितः	reeling round and round	[('reeling', 'VBG')]
5.58.36	विघ्नः	obstructing	[('obstructing', 'VBG')]
1.41.4	विघ्नकरान्	those causing obstacles to sacrifice	[('causing', 'VBG'), ('sacrifice', 'VB')]
1.19.4	विघ्नकरौ	are creating impediments.	[('are', 'VBP'), ('creating', 'VBG')]
1.20.18	विघ्नकर्ता न	does not create impediments	[('does', 'VBZ'), ('create', 'VB')]
1.29.23	विघ्नकारिणः	those causing obstacles	[('causing', 'VBG')]
5.58.9	विघ्नम्	to obstruct	[('obstruct', 'VB')]
5.58.8	विघ्नरूपमिव	like a form that came to obstruct	[('came', 'VBD'), ('obstruct', 'VB')]
1.28.20	विघ्नाय	for creating obstacles	[('creating', 'VBG')]
1.1.15	विचक्षणः	has dicrimination (is circumspect in doing right things in right time).	[('has', 'VBZ'), ('doing', 'VBG')]
2.64.64	विचक्षणः	clearrighted	[('clearrighted', 'VBN')]
2.1.25	विचक्षणः	was a skilled one.	[('was', 'VBD')]
2.100.24	विचक्षणः	clearsighted man	[('clearsighted', 'VBN')]
5.21.10	विचक्षणैः	who have sense of discrimination	[('have', 'VBP')]
5.5.27	विचचार	started ranging	[('started', 'VBN'), ('ranging', 'VBG')]
5.42.40	विचचार	started moving.	[('started', 'VBN')]
3.42.25	विचचार	wandered	[('wandered', 'VBD')]
3.42.34	विचचार	moved around.	[('moved', 'VBN')]
5.38.32	विचचार ह	went round.	[('went', 'VBD')]
3.42.14	विचचार ह	started moving.	[('started', 'VBN')]
1.26.19	विचचार ह	moving about.	[('moving', 'VBG')]
3.42.22	विचचार ह	wandered about.	[('wandered', 'VBN')]
5.11.26	विचचार ह	he moved about.	[('moved', 'VBD')]
4.34.5	विचचाल	was shaken	[('was', 'VBD'), ('shaken', 'VBN')]
5.30.25	विचरतः	roaming	[('roaming', 'VBG')]
2.25.16	विचरतः	wandering	[('wandering', 'VBG')]
3.43.38	विचरता	while wandering	[('wandering', 'VBG')]
3.9.20	विचरत्येव	went wandering.	[('went', 'VBD')]
5.2.14	विचरद्भिः	moving	[('moving', 'VBG')]
5.45.9	विचरन्	moving	[('moving', 'VBG')]
5.14.21	विचरन्	while roaming	[('roaming', 'VBG')]
3.61.23	विचरन्	while going about	[('going', 'VBG')]
3.42.20	विचरन्	while grazing	[('grazing', 'VBG')]
5.6.29	विचरन्	while moving about	[('moving', 'VBG')]
3.73.20	विचरन्	while strolling	[('strolling', 'VBG')]
1.51.22	विचरन्	while wandering	[('wandering', 'VBG')]
2.48.29	विचरन्	moving about	[('moving', 'VBG')]
1.17.32	विचरन्तः	moving around	[('moving', 'VBG')]
5.47.34	विचरन्तम्	while flying	[('flying', 'VBG')]
3.16.7	विचरन्ति	are moving about.	[('are', 'VBP'), ('moving', 'VBG')]
4.1.60	विचरन्ति	are wandering	[('are', 'VBP'), ('wandering', 'VBG')]
5.61.14	विचरन्ति	roamed	[('roamed', 'VBN')]
5.35.24	विचरन्तौ	while both were wandering	[('were', 'VBD'), ('wandering', 'VBG')]
4.43.35	विचरितम्	they move along	[('move', 'VBP')]
5.6.6	विचरितम्	moving about	[('moving', 'VBG')]
2.12.97	विचरिष्यति	will roam.	[('roam.', 'VB')]
2.43.2	विचरिष्यति	will wander about.	[('wander', 'VB')]
3.30.9	विचरिष्यन्ति	will wander.	[('wander.', 'VB')]
2.51.21	विचरिष्यन्ति	will be going about.	[('be', 'VB'), ('going', 'VBG')]
2.86.19	विचरिष्यन्ति	will move  about.	[('move', 'VB')]
1.47.8	विचरिष्यन्ति	shall wander about	[('wander', 'VB')]
2.31.4	विचरिष्यसि	you will roam.	[('roam.', 'VB')]
3.18.7	विचरिष्यसि	you can wander about.	[('wander', 'VB')]
3.17.29	विचरिष्यसि	will wander.	[('wander.', 'VB')]
2.39.28	विचलितुम्	to swerve	[('swerve', 'VB')]
1.73.14	विचारः अस्ति	hesitation is there	[('is', 'VBZ')]
5.48.42	विचार्य	reflecting	[('reflecting', 'VBG')]
3.9.34	विचार्य	after deliberating  carefully	[('deliberating', 'VBG')]
5.48.49	विचार्य	thinking	[('thinking', 'VBG')]
1.8.9	विचार्यताम्	may be deliberated.	[('be', 'VB')]
1.17.25	विचालयेयुः	could move	[('move', 'VB')]
